dataset,method,seed,round,task1_metric,task2_metric
cwru,scaffold,22,71,0.788036410923277,0.6762028608582574
cwru,scaffold,22,72,0.7997399219765929,0.6762028608582574
cwru,scaffold,22,73,0.8088426527958388,0.6762028608582574
cwru,scaffold,22,74,0.8192457737321196,0.6762028608582574
cwru,scaffold,22,75,0.834850455136541,0.6762028608582574
cwru,scaffold,22,76,0.8530559167750326,0.6762028608582574
cwru,scaffold,22,77,0.8595578673602081,0.6762028608582574
cwru,scaffold,22,78,0.8647594278283485,0.6762028608582574
cwru,scaffold,22,79,0.8699609882964889,0.6762028608582574
cwru,scaffold,22,80,0.8764629388816645,0.6762028608582574
cwru,scaffold,22,81,0.881664499349805,0.6762028608582574
cwru,scaffold,22,82,0.8881664499349805,0.6762028608582574
cwru,scaffold,22,83,0.8920676202860858,0.6762028608582574
cwru,scaffold,22,84,0.8972691807542262,0.6762028608582574
cwru,scaffold,22,85,0.8985695708712613,0.6775032509752926
cwru,scaffold,22,86,0.9011703511053316,0.6788036410923277
cwru,scaffold,22,87,0.9011703511053316,0.6788036410923277
cwru,scaffold,22,88,0.9011703511053316,0.6814044213263979
cwru,scaffold,22,89,0.9024707412223667,0.6814044213263979
cwru,scaffold,22,90,0.9011703511053316,0.682704811443433
cwru,scaffold,22,91,0.9024707412223667,0.6840052015604682
cwru,scaffold,22,92,0.9063719115734721,0.6840052015604682
cwru,scaffold,22,93,0.9102730819245773,0.6853055916775033
cwru,scaffold,22,94,0.9102730819245773,0.6853055916775033
cwru,scaffold,22,95,0.9115734720416124,0.6853055916775033
cwru,scaffold,22,96,0.9128738621586476,0.6866059817945384
cwru,scaffold,22,97,0.9141742522756827,0.6866059817945384
cwru,scaffold,22,98,0.9154746423927178,0.6866059817945384
cwru,scaffold,22,99,0.9154746423927178,0.6866059817945384
cwru,scaffold,22,100,0.9167750325097529,0.6879063719115734
cwru,scaffold,22,101,0.918075422626788,0.6879063719115734
cwru,scaffold,22,102,0.9193758127438232,0.6892067620286085
cwru,scaffold,22,103,0.9193758127438232,0.6892067620286085
cwru,scaffold,22,104,0.9193758127438232,0.6892067620286085
cwru,scaffold,22,105,0.9193758127438232,0.6892067620286085
cwru,scaffold,22,106,0.9193758127438232,0.6892067620286085
cwru,scaffold,22,107,0.9193758127438232,0.6892067620286085
cwru,scaffold,22,108,0.9193758127438232,0.6892067620286085
cwru,scaffold,22,109,0.9206762028608583,0.6892067620286085
cwru,scaffold,22,110,0.9206762028608583,0.6892067620286085
cwru,scaffold,22,111,0.9219765929778934,0.6905071521456437
cwru,scaffold,22,112,0.9232769830949284,0.6905071521456437
cwru,scaffold,22,113,0.9232769830949284,0.6905071521456437
cwru,scaffold,22,114,0.9232769830949284,0.6905071521456437
cwru,scaffold,22,115,0.9232769830949284,0.6905071521456437
cwru,scaffold,22,116,0.9232769830949284,0.6905071521456437
cwru,scaffold,22,117,0.9245773732119635,0.6905071521456437
cwru,scaffold,22,118,0.9245773732119635,0.6918075422626788
cwru,scaffold,22,119,0.9245773732119635,0.6918075422626788
cwru,scaffold,22,120,0.9245773732119635,0.6931079323797139
cwru,scaffold,22,121,0.9245773732119635,0.6931079323797139
cwru,scaffold,22,122,0.9245773732119635,0.694408322496749
cwru,scaffold,22,123,0.9245773732119635,0.694408322496749
cwru,scaffold,22,124,0.9258777633289987,0.694408322496749
cwru,scaffold,22,125,0.9258777633289987,0.6957087126137841
cwru,scaffold,22,126,0.9258777633289987,0.6957087126137841
cwru,scaffold,22,127,0.9271781534460338,0.6957087126137841
cwru,scaffold,22,128,0.9271781534460338,0.6970091027308193
cwru,scaffold,22,129,0.9271781534460338,0.6970091027308193
cwru,scaffold,22,130,0.9271781534460338,0.6970091027308193
cwru,scaffold,22,131,0.9271781534460338,0.6970091027308193
cwru,scaffold,22,132,0.9271781534460338,0.6970091027308193
cwru,scaffold,22,133,0.9271781534460338,0.6970091027308193
cwru,scaffold,22,134,0.9284785435630689,0.6983094928478544
cwru,scaffold,22,135,0.9310793237971391,0.6996098829648895
cwru,scaffold,22,136,0.9310793237971391,0.6996098829648895
cwru,scaffold,22,137,0.9323797139141743,0.6996098829648895
cwru,scaffold,22,138,0.9323797139141743,0.6996098829648895
cwru,scaffold,22,139,0.9336801040312094,0.6996098829648895
cwru,scaffold,22,140,0.9336801040312094,0.7009102730819246
cwru,scaffold,22,141,0.9336801040312094,0.7009102730819246
cwru,scaffold,22,142,0.9336801040312094,0.7009102730819246
cwru,scaffold,22,143,0.9336801040312094,0.7022106631989596
cwru,scaffold,22,144,0.9336801040312094,0.7022106631989596
cwru,scaffold,22,145,0.9336801040312094,0.7035110533159948
cwru,scaffold,22,146,0.9349804941482445,0.7035110533159948
cwru,scaffold,22,147,0.9336801040312094,0.7048114434330299
cwru,scaffold,22,148,0.9362808842652796,0.7048114434330299
cwru,scaffold,22,149,0.9362808842652796,0.7048114434330299
cwru,scaffold,22,150,0.9362808842652796,0.7048114434330299
cwru,scaffold,22,151,0.9362808842652796,0.7048114434330299
cwru,scaffold,22,152,0.9349804941482445,0.706111833550065
cwru,scaffold,22,153,0.9375812743823146,0.706111833550065
cwru,scaffold,22,154,0.94148244473342,0.7074122236671001
cwru,scaffold,22,155,0.94148244473342,0.7074122236671001
cwru,scaffold,22,156,0.94148244473342,0.7113133940182055
cwru,scaffold,22,157,0.9427828348504551,0.7139141742522757
cwru,scaffold,22,158,0.9453836150845254,0.7191157347204161
cwru,scaffold,22,159,0.9453836150845254,0.7204161248374512
cwru,scaffold,22,160,0.9453836150845254,0.7217165149544863
cwru,scaffold,22,161,0.9453836150845254,0.7243172951885566
cwru,scaffold,22,162,0.9453836150845254,0.7243172951885566
cwru,scaffold,22,163,0.9453836150845254,0.7243172951885566
cwru,scaffold,22,164,0.9453836150845254,0.7256176853055917
cwru,scaffold,22,165,0.9453836150845254,0.7282184655396619
cwru,scaffold,22,166,0.9453836150845254,0.729518855656697
cwru,scaffold,22,167,0.9453836150845254,0.7321196358907672
cwru,scaffold,22,168,0.9453836150845254,0.7321196358907672
cwru,scaffold,22,169,0.9466840052015605,0.7321196358907672
cwru,scaffold,22,170,0.9466840052015605,0.7321196358907672
cwru,scaffold,22,171,0.9466840052015605,0.7321196358907672
cwru,scaffold,22,172,0.9479843953185956,0.7334200260078023
cwru,scaffold,22,173,0.9492847854356307,0.7334200260078023
cwru,scaffold,22,174,0.9492847854356307,0.7373211963589077
cwru,scaffold,22,175,0.9492847854356307,0.7399219765929779
cwru,scaffold,22,176,0.9492847854356307,0.7399219765929779
cwru,scaffold,22,177,0.9492847854356307,0.7399219765929779
cwru,scaffold,22,178,0.9492847854356307,0.741222366710013
cwru,scaffold,22,179,0.9505851755526658,0.7438231469440832
cwru,scaffold,22,180,0.9505851755526658,0.7477243172951885
cwru,scaffold,22,181,0.951885565669701,0.7490247074122237
cwru,scaffold,22,182,0.951885565669701,0.752925877763329
cwru,scaffold,22,183,0.951885565669701,0.7542262678803641
cwru,scaffold,22,184,0.953185955786736,0.7542262678803641
cwru,scaffold,22,185,0.953185955786736,0.7542262678803641
cwru,scaffold,22,186,0.953185955786736,0.7542262678803641
cwru,scaffold,22,187,0.953185955786736,0.7555266579973993
cwru,scaffold,22,188,0.953185955786736,0.7594278283485045
cwru,scaffold,22,189,0.953185955786736,0.7607282184655396
cwru,scaffold,22,190,0.953185955786736,0.7607282184655396
cwru,scaffold,22,191,0.9544863459037711,0.764629388816645
cwru,scaffold,22,192,0.9544863459037711,0.7672301690507152
cwru,scaffold,22,193,0.9557867360208062,0.7672301690507152
cwru,scaffold,22,194,0.9557867360208062,0.7711313394018205
cwru,scaffold,22,195,0.9557867360208062,0.7724317295188556
cwru,scaffold,22,196,0.9557867360208062,0.7750325097529259
cwru,scaffold,22,197,0.9557867360208062,0.7776332899869961
cwru,scaffold,22,198,0.9557867360208062,0.7802340702210663
cwru,scaffold,22,199,0.9570871261378413,0.7815344603381015
cwru,scaffold,22,200,0.9570871261378413,0.7841352405721717
cwru,scaffold,22,201,0.9570871261378413,0.7867360208062418
cwru,scaffold,22,202,0.9570871261378413,0.788036410923277
cwru,scaffold,22,203,0.9570871261378413,0.7906371911573472
cwru,scaffold,22,204,0.9583875162548765,0.7919375812743823
cwru,scaffold,22,205,0.9583875162548765,0.7945383615084526
cwru,scaffold,22,206,0.9583875162548765,0.7945383615084526
cwru,scaffold,22,207,0.9583875162548765,0.7958387516254877
cwru,scaffold,22,208,0.9583875162548765,0.7971391417425228
cwru,scaffold,22,209,0.9583875162548765,0.7984395318595578
cwru,scaffold,22,210,0.9583875162548765,0.8049414824447334
cwru,scaffold,22,211,0.9583875162548765,0.8049414824447334
cwru,scaffold,22,212,0.9583875162548765,0.8075422626788037
cwru,scaffold,22,213,0.9583875162548765,0.8101430429128739
cwru,scaffold,22,214,0.9596879063719116,0.8101430429128739
cwru,scaffold,22,215,0.9596879063719116,0.8101430429128739
cwru,scaffold,22,216,0.9596879063719116,0.8101430429128739
cwru,scaffold,22,217,0.9596879063719116,0.811443433029909
cwru,scaffold,22,218,0.9609882964889467,0.8140442132639792
cwru,scaffold,22,219,0.9596879063719116,0.8166449934980494
cwru,scaffold,22,220,0.9596879063719116,0.8205461638491548
cwru,scaffold,22,221,0.9609882964889467,0.8205461638491548
cwru,scaffold,22,222,0.9596879063719116,0.823146944083225
cwru,scaffold,22,223,0.9609882964889467,0.8244473342002601
cwru,scaffold,22,224,0.9609882964889467,0.8257477243172952
cwru,scaffold,22,225,0.9609882964889467,0.8257477243172952
cwru,scaffold,22,226,0.9622886866059818,0.8270481144343304
cwru,scaffold,22,227,0.9622886866059818,0.8283485045513654
cwru,scaffold,22,228,0.9622886866059818,0.8309492847854356
cwru,scaffold,22,229,0.9635890767230169,0.8309492847854356
cwru,scaffold,22,230,0.9635890767230169,0.8322496749024707
cwru,scaffold,22,231,0.9635890767230169,0.834850455136541
cwru,scaffold,22,232,0.9648894668400521,0.8374512353706112
cwru,scaffold,22,233,0.9648894668400521,0.8374512353706112
cwru,scaffold,22,234,0.9648894668400521,0.8400520156046815
cwru,scaffold,22,235,0.9648894668400521,0.8413524057217165
cwru,scaffold,22,236,0.9648894668400521,0.8426527958387516
cwru,scaffold,22,237,0.9648894668400521,0.8426527958387516
cwru,scaffold,22,238,0.9648894668400521,0.8426527958387516
cwru,scaffold,22,239,0.9648894668400521,0.8439531859557867
cwru,scaffold,22,240,0.9648894668400521,0.846553966189857
cwru,scaffold,22,241,0.9648894668400521,0.846553966189857
cwru,scaffold,22,242,0.9648894668400521,0.846553966189857
cwru,scaffold,22,243,0.9661898569570871,0.8478543563068921
cwru,scaffold,22,244,0.9661898569570871,0.8491547464239272
cwru,scaffold,22,245,0.9661898569570871,0.8504551365409623
cwru,scaffold,22,246,0.9661898569570871,0.8530559167750326
cwru,scaffold,22,247,0.9648894668400521,0.8530559167750326
cwru,scaffold,22,248,0.9648894668400521,0.8530559167750326
cwru,scaffold,22,249,0.9648894668400521,0.8543563068920677
cwru,scaffold,22,250,0.9648894668400521,0.8543563068920677
cwru,scaffold,22,251,0.9648894668400521,0.8543563068920677
cwru,scaffold,22,252,0.9648894668400521,0.8556566970091027
cwru,scaffold,22,253,0.9648894668400521,0.8556566970091027
cwru,scaffold,22,254,0.9648894668400521,0.8556566970091027
cwru,scaffold,22,255,0.9648894668400521,0.8556566970091027
cwru,scaffold,22,256,0.9648894668400521,0.8556566970091027
cwru,scaffold,22,257,0.9648894668400521,0.8556566970091027
cwru,scaffold,22,258,0.9648894668400521,0.8569570871261378
cwru,scaffold,22,259,0.9648894668400521,0.8569570871261378
cwru,scaffold,22,260,0.9648894668400521,0.8582574772431729
cwru,scaffold,22,261,0.9648894668400521,0.8660598179453837
cwru,scaffold,22,262,0.9648894668400521,0.8660598179453837
cwru,scaffold,22,263,0.9648894668400521,0.8660598179453837
cwru,scaffold,22,264,0.9648894668400521,0.8660598179453837
cwru,scaffold,22,265,0.9648894668400521,0.8660598179453837
cwru,scaffold,22,266,0.9648894668400521,0.8660598179453837
cwru,scaffold,22,267,0.9648894668400521,0.8673602080624188
cwru,scaffold,22,268,0.9648894668400521,0.8673602080624188
cwru,scaffold,22,269,0.9648894668400521,0.8686605981794538
cwru,scaffold,22,270,0.9661898569570871,0.8699609882964889
cwru,scaffold,22,271,0.9687906371911573,0.871261378413524
cwru,scaffold,22,272,0.9687906371911573,0.8725617685305592
cwru,scaffold,22,273,0.9687906371911573,0.8738621586475943
cwru,scaffold,22,274,0.9687906371911573,0.8738621586475943
cwru,scaffold,22,275,0.9713914174252276,0.8738621586475943
cwru,scaffold,22,276,0.9713914174252276,0.8751625487646294
cwru,scaffold,22,277,0.9713914174252276,0.8751625487646294
cwru,scaffold,22,278,0.9726918075422627,0.8751625487646294
cwru,scaffold,22,279,0.9726918075422627,0.8764629388816645
cwru,scaffold,22,280,0.9726918075422627,0.8764629388816645
cwru,scaffold,22,281,0.9726918075422627,0.8764629388816645
cwru,scaffold,22,282,0.9726918075422627,0.8764629388816645
cwru,scaffold,22,283,0.9726918075422627,0.8777633289986996
cwru,scaffold,22,284,0.9726918075422627,0.8790637191157347
cwru,scaffold,22,285,0.9726918075422627,0.8790637191157347
cwru,scaffold,22,286,0.9726918075422627,0.8790637191157347
cwru,scaffold,22,287,0.9726918075422627,0.8803641092327699
cwru,scaffold,22,288,0.9739921976592978,0.8803641092327699
cwru,scaffold,22,289,0.9739921976592978,0.8803641092327699
cwru,scaffold,22,290,0.9739921976592978,0.8803641092327699
cwru,scaffold,22,291,0.9739921976592978,0.881664499349805
cwru,scaffold,22,292,0.9739921976592978,0.881664499349805
cwru,scaffold,22,293,0.9752925877763329,0.881664499349805
cwru,scaffold,22,294,0.9752925877763329,0.881664499349805
cwru,scaffold,22,295,0.9752925877763329,0.881664499349805
cwru,scaffold,22,296,0.9752925877763329,0.881664499349805
cwru,scaffold,22,297,0.9752925877763329,0.881664499349805
cwru,scaffold,22,298,0.9752925877763329,0.88296488946684
cwru,scaffold,22,299,0.9752925877763329,0.88296488946684
cwru,scaffold,22,300,0.9752925877763329,0.88296488946684
cwru,scaffold,33,1,0.08192457737321196,0.1716514954486346
cwru,scaffold,33,2,0.08842652795838751,0.20416124837451236
cwru,scaffold,33,3,0.10143042912873862,0.21586475942782835
cwru,scaffold,33,4,0.11833550065019506,0.24057217165149544
cwru,scaffold,33,5,0.13133940182054615,0.25097529258777634
cwru,scaffold,33,6,0.14954486345903772,0.26918075422626786
cwru,scaffold,33,7,0.16644993498049415,0.27828348504551365
cwru,scaffold,33,8,0.1859557867360208,0.28998699609882966
cwru,scaffold,33,9,0.20546163849154747,0.30299089726918077
cwru,scaffold,33,10,0.21586475942782835,0.3211963589076723
cwru,scaffold,33,11,0.23146944083224968,0.36150845253576075
cwru,scaffold,33,12,0.25097529258777634,0.39271781534460337
cwru,scaffold,33,13,0.2717815344603381,0.4343302990897269
cwru,scaffold,33,14,0.28998699609882966,0.4720416124837451
cwru,scaffold,33,15,0.31859557867360205,0.5110533159947984
cwru,scaffold,33,16,0.36671001300390116,0.5474642392717816
cwru,scaffold,33,17,0.4486345903771131,0.5838751625487646
cwru,scaffold,33,18,0.517555266579974,0.6202860858257477
cwru,scaffold,33,19,0.5487646293888166,0.6631989596879063
cwru,scaffold,33,20,0.577373211963589,0.6684005201560468
cwru,scaffold,33,21,0.5942782834850455,0.6840052015604682
cwru,scaffold,33,22,0.6007802340702211,0.6905071521456437
cwru,scaffold,33,23,0.6033810143042913,0.7009102730819246
cwru,scaffold,33,24,0.6085825747724317,0.7113133940182055
cwru,scaffold,33,25,0.6072821846553966,0.7230169050715215
cwru,scaffold,33,26,0.6072821846553966,0.7308192457737321
cwru,scaffold,33,27,0.6072821846553966,0.7425227568270482
cwru,scaffold,33,28,0.6072821846553966,0.7464239271781534
cwru,scaffold,33,29,0.6033810143042913,0.752925877763329
cwru,scaffold,33,30,0.6033810143042913,0.7594278283485045
cwru,scaffold,33,31,0.6059817945383615,0.7672301690507152
cwru,scaffold,33,32,0.6072821846553966,0.7802340702210663
cwru,scaffold,33,33,0.611183355006502,0.7867360208062418
cwru,scaffold,33,34,0.611183355006502,0.7932379713914174
cwru,scaffold,33,35,0.611183355006502,0.8023407022106632
cwru,scaffold,33,36,0.6150845253576073,0.8010403120936281
cwru,scaffold,33,37,0.6163849154746424,0.812743823146944
cwru,scaffold,33,38,0.6176853055916776,0.8179453836150845
cwru,scaffold,33,39,0.6176853055916776,0.8205461638491548
cwru,scaffold,33,40,0.6189856957087126,0.8244473342002601
cwru,scaffold,33,41,0.6176853055916776,0.8257477243172952
cwru,scaffold,33,42,0.6202860858257477,0.8283485045513654
cwru,scaffold,33,43,0.6215864759427828,0.8322496749024707
cwru,scaffold,33,44,0.6228868660598179,0.8322496749024707
cwru,scaffold,33,45,0.6228868660598179,0.8361508452535761
cwru,scaffold,33,46,0.6228868660598179,0.8361508452535761
cwru,scaffold,33,47,0.6267880364109233,0.8400520156046815
cwru,scaffold,33,48,0.6319895968790638,0.846553966189857
cwru,scaffold,33,49,0.6319895968790638,0.8504551365409623
cwru,scaffold,33,50,0.635890767230169,0.8504551365409623
cwru,scaffold,33,51,0.6371911573472041,0.8504551365409623
cwru,scaffold,33,52,0.6436931079323797,0.8517555266579974
cwru,scaffold,33,53,0.64629388816645,0.8543563068920677
cwru,scaffold,33,54,0.6514954486345904,0.8556566970091027
cwru,scaffold,33,55,0.6618985695708712,0.8582574772431729
cwru,scaffold,33,56,0.6684005201560468,0.8595578673602081
cwru,scaffold,33,57,0.6723016905071522,0.8621586475942783
cwru,scaffold,33,58,0.6840052015604682,0.8621586475942783
cwru,scaffold,33,59,0.6879063719115734,0.8634590377113134
cwru,scaffold,33,60,0.6879063719115734,0.8673602080624188
cwru,scaffold,33,61,0.6905071521456437,0.8686605981794538
cwru,scaffold,33,62,0.6918075422626788,0.8686605981794538
cwru,scaffold,33,63,0.6931079323797139,0.8686605981794538
cwru,scaffold,33,64,0.694408322496749,0.8699609882964889
cwru,scaffold,33,65,0.694408322496749,0.8725617685305592
cwru,scaffold,33,66,0.6996098829648895,0.8738621586475943
cwru,scaffold,33,67,0.6996098829648895,0.8751625487646294
cwru,scaffold,33,68,0.7022106631989596,0.8764629388816645
cwru,scaffold,33,69,0.7022106631989596,0.8764629388816645
cwru,scaffold,33,70,0.7035110533159948,0.8777633289986996
cwru,scaffold,33,71,0.7035110533159948,0.8777633289986996
cwru,scaffold,33,72,0.7022106631989596,0.8790637191157347
cwru,scaffold,33,73,0.7009102730819246,0.8790637191157347
cwru,scaffold,33,74,0.6996098829648895,0.88296488946684
cwru,scaffold,33,75,0.7009102730819246,0.88296488946684
cwru,scaffold,33,76,0.7009102730819246,0.88296488946684
cwru,scaffold,33,77,0.6983094928478544,0.88296488946684
cwru,scaffold,33,78,0.6970091027308193,0.8842652795838751
cwru,scaffold,33,79,0.6996098829648895,0.8842652795838751
cwru,scaffold,33,80,0.6996098829648895,0.8855656697009102
cwru,scaffold,33,81,0.7009102730819246,0.8868660598179454
cwru,scaffold,33,82,0.7048114434330299,0.8868660598179454
cwru,scaffold,33,83,0.7074122236671001,0.8868660598179454
cwru,scaffold,33,84,0.7074122236671001,0.8868660598179454
cwru,scaffold,33,85,0.7087126137841352,0.8868660598179454
cwru,scaffold,33,86,0.7100130039011704,0.8868660598179454
cwru,scaffold,33,87,0.7100130039011704,0.8868660598179454
cwru,scaffold,33,88,0.7113133940182055,0.8868660598179454
cwru,scaffold,33,89,0.7139141742522757,0.8868660598179454
cwru,scaffold,33,90,0.716514954486346,0.8881664499349805
cwru,scaffold,33,91,0.717815344603381,0.8881664499349805
cwru,scaffold,33,92,0.717815344603381,0.8881664499349805
cwru,scaffold,33,93,0.7191157347204161,0.8881664499349805
cwru,scaffold,33,94,0.717815344603381,0.8881664499349805
cwru,scaffold,33,95,0.7191157347204161,0.8881664499349805
cwru,scaffold,33,96,0.7230169050715215,0.8894668400520156
cwru,scaffold,33,97,0.7230169050715215,0.8907672301690507
cwru,scaffold,33,98,0.7321196358907672,0.893368010403121
cwru,scaffold,33,99,0.7321196358907672,0.893368010403121
cwru,scaffold,33,100,0.7347204161248374,0.8959687906371911
cwru,scaffold,33,101,0.7360208062418726,0.8959687906371911
cwru,scaffold,33,102,0.7373211963589077,0.8959687906371911
cwru,scaffold,33,103,0.7373211963589077,0.8959687906371911
cwru,scaffold,33,104,0.7373211963589077,0.8972691807542262
cwru,scaffold,33,105,0.7373211963589077,0.8972691807542262
cwru,scaffold,33,106,0.7386215864759428,0.8985695708712613
cwru,scaffold,33,107,0.741222366710013,0.8985695708712613
cwru,scaffold,33,108,0.741222366710013,0.8985695708712613
cwru,scaffold,33,109,0.7425227568270482,0.8985695708712613
cwru,scaffold,33,110,0.7451235370611183,0.8985695708712613
cwru,scaffold,33,111,0.7464239271781534,0.8985695708712613
cwru,scaffold,33,112,0.7490247074122237,0.8985695708712613
cwru,scaffold,33,113,0.7503250975292588,0.8998699609882965
cwru,scaffold,33,114,0.7503250975292588,0.8998699609882965
cwru,scaffold,33,115,0.7516254876462939,0.8998699609882965
cwru,scaffold,33,116,0.7516254876462939,0.8998699609882965
cwru,scaffold,33,117,0.7516254876462939,0.8998699609882965
cwru,scaffold,33,118,0.7516254876462939,0.8998699609882965
cwru,scaffold,33,119,0.7516254876462939,0.8998699609882965
cwru,scaffold,33,120,0.7542262678803641,0.8998699609882965
cwru,scaffold,33,121,0.7555266579973993,0.8998699609882965
cwru,scaffold,33,122,0.7555266579973993,0.9011703511053316
cwru,scaffold,33,123,0.7555266579973993,0.9011703511053316
cwru,scaffold,33,124,0.7568270481144344,0.9011703511053316
cwru,scaffold,33,125,0.7568270481144344,0.9011703511053316
cwru,scaffold,33,126,0.7568270481144344,0.9011703511053316
cwru,scaffold,33,127,0.7568270481144344,0.9024707412223667
cwru,scaffold,33,128,0.7581274382314694,0.9024707412223667
cwru,scaffold,33,129,0.7581274382314694,0.9024707412223667
cwru,scaffold,33,130,0.7594278283485045,0.9024707412223667
cwru,scaffold,33,131,0.7607282184655396,0.9024707412223667
cwru,scaffold,33,132,0.7607282184655396,0.9024707412223667
cwru,scaffold,33,133,0.7607282184655396,0.9024707412223667
cwru,scaffold,33,134,0.7633289986996099,0.9024707412223667
cwru,scaffold,33,135,0.7633289986996099,0.9024707412223667
cwru,scaffold,33,136,0.7672301690507152,0.9024707412223667
cwru,scaffold,33,137,0.7659297789336801,0.9024707412223667
cwru,scaffold,33,138,0.7672301690507152,0.9024707412223667
cwru,scaffold,33,139,0.7672301690507152,0.9024707412223667
cwru,scaffold,33,140,0.7672301690507152,0.9024707412223667
cwru,scaffold,33,141,0.7672301690507152,0.9024707412223667
cwru,scaffold,33,142,0.7685305591677504,0.9024707412223667
cwru,scaffold,33,143,0.7685305591677504,0.9037711313394018
cwru,scaffold,33,144,0.7698309492847855,0.9037711313394018
cwru,scaffold,33,145,0.7711313394018205,0.9037711313394018
cwru,scaffold,33,146,0.7724317295188556,0.9037711313394018
cwru,scaffold,33,147,0.7724317295188556,0.9037711313394018
cwru,scaffold,33,148,0.7724317295188556,0.9037711313394018
cwru,scaffold,33,149,0.7724317295188556,0.9037711313394018
cwru,scaffold,33,150,0.7724317295188556,0.9037711313394018
cwru,scaffold,33,151,0.7724317295188556,0.9037711313394018
cwru,scaffold,33,152,0.7737321196358907,0.9037711313394018
cwru,scaffold,33,153,0.7737321196358907,0.9037711313394018
cwru,scaffold,33,154,0.7750325097529259,0.9050715214564369
cwru,scaffold,33,155,0.776332899869961,0.9050715214564369
cwru,scaffold,33,156,0.776332899869961,0.9050715214564369
cwru,scaffold,33,157,0.776332899869961,0.9063719115734721
cwru,scaffold,33,158,0.776332899869961,0.9063719115734721
cwru,scaffold,33,159,0.776332899869961,0.9063719115734721
cwru,scaffold,33,160,0.776332899869961,0.9063719115734721
cwru,scaffold,33,161,0.776332899869961,0.9063719115734721
cwru,scaffold,33,162,0.7776332899869961,0.9063719115734721
cwru,scaffold,33,163,0.7776332899869961,0.9063719115734721
cwru,scaffold,33,164,0.7776332899869961,0.9063719115734721
cwru,scaffold,33,165,0.7789336801040312,0.9063719115734721
cwru,scaffold,33,166,0.7789336801040312,0.9063719115734721
cwru,scaffold,33,167,0.7802340702210663,0.9076723016905072
cwru,scaffold,33,168,0.7789336801040312,0.9076723016905072
cwru,scaffold,33,169,0.7802340702210663,0.9076723016905072
cwru,scaffold,33,170,0.7802340702210663,0.9076723016905072
cwru,scaffold,33,171,0.7815344603381015,0.9076723016905072
cwru,scaffold,33,172,0.7815344603381015,0.9076723016905072
cwru,scaffold,33,173,0.7815344603381015,0.9076723016905072
cwru,scaffold,33,174,0.7815344603381015,0.9076723016905072
cwru,scaffold,33,175,0.7815344603381015,0.9076723016905072
cwru,scaffold,33,176,0.7841352405721717,0.9076723016905072
cwru,scaffold,33,177,0.7854356306892067,0.9076723016905072
cwru,scaffold,33,178,0.7906371911573472,0.9076723016905072
cwru,scaffold,33,179,0.7919375812743823,0.9076723016905072
cwru,scaffold,33,180,0.7932379713914174,0.9076723016905072
cwru,scaffold,33,181,0.7945383615084526,0.9076723016905072
cwru,scaffold,33,182,0.7932379713914174,0.9102730819245773
cwru,scaffold,33,183,0.7932379713914174,0.9102730819245773
cwru,scaffold,33,184,0.7932379713914174,0.9102730819245773
cwru,scaffold,33,185,0.7945383615084526,0.9102730819245773
cwru,scaffold,33,186,0.7945383615084526,0.9102730819245773
cwru,scaffold,33,187,0.7945383615084526,0.9102730819245773
cwru,scaffold,33,188,0.7945383615084526,0.9102730819245773
cwru,scaffold,33,189,0.7945383615084526,0.9102730819245773
cwru,scaffold,33,190,0.7958387516254877,0.9102730819245773
cwru,scaffold,33,191,0.7958387516254877,0.9102730819245773
cwru,scaffold,33,192,0.7958387516254877,0.9102730819245773
cwru,scaffold,33,193,0.7958387516254877,0.9102730819245773
cwru,scaffold,33,194,0.7958387516254877,0.9102730819245773
cwru,scaffold,33,195,0.7958387516254877,0.9102730819245773
cwru,scaffold,33,196,0.7971391417425228,0.9102730819245773
cwru,scaffold,33,197,0.7958387516254877,0.9102730819245773
cwru,scaffold,33,198,0.7971391417425228,0.9102730819245773
cwru,scaffold,33,199,0.7958387516254877,0.9102730819245773
cwru,scaffold,33,200,0.7984395318595578,0.9102730819245773
cwru,scaffold,33,201,0.7984395318595578,0.9102730819245773
cwru,scaffold,33,202,0.7984395318595578,0.9102730819245773
cwru,scaffold,33,203,0.7984395318595578,0.9102730819245773
cwru,scaffold,33,204,0.7984395318595578,0.9102730819245773
cwru,scaffold,33,205,0.7997399219765929,0.9102730819245773
cwru,scaffold,33,206,0.7997399219765929,0.9102730819245773
cwru,scaffold,33,207,0.7997399219765929,0.9102730819245773
cwru,scaffold,33,208,0.7997399219765929,0.9115734720416124
cwru,scaffold,33,209,0.7997399219765929,0.9115734720416124
cwru,scaffold,33,210,0.7997399219765929,0.9115734720416124
cwru,scaffold,33,211,0.7997399219765929,0.9115734720416124
cwru,scaffold,33,212,0.7997399219765929,0.9128738621586476
cwru,scaffold,33,213,0.7997399219765929,0.9128738621586476
cwru,scaffold,33,214,0.8010403120936281,0.9128738621586476
cwru,scaffold,33,215,0.8010403120936281,0.9128738621586476
cwru,scaffold,33,216,0.8023407022106632,0.9128738621586476
cwru,scaffold,33,217,0.8023407022106632,0.9128738621586476
cwru,scaffold,33,218,0.8023407022106632,0.9128738621586476
cwru,scaffold,33,219,0.8036410923276983,0.9128738621586476
cwru,scaffold,33,220,0.8036410923276983,0.9128738621586476
cwru,scaffold,33,221,0.8036410923276983,0.9128738621586476
cwru,scaffold,33,222,0.8049414824447334,0.9128738621586476
cwru,scaffold,33,223,0.8049414824447334,0.9128738621586476
